-8.639810505979140798e-01,-9.771047310090005267e-01,4.307004204189939650e-02,-3.049088060138401349e-02,-9.106447335026421896e-01
1.539225174775210592e-01,1.875228664104773846e-01,-6.811868038940287473e-01,-6.725038798793838701e-01,-1.129812838886767423e+00
-5.225365050499418684e-01,-6.571949762443657361e-01,-1.991190569861046034e-01,-1.218212295068782647e-01,-9.616691958123588790e-01
-1.070061043106403098e-01,-2.252616767343295356e-01,-8.131011587609776603e-01,-8.301700592635291587e-01,-9.211500050949255058e-01
-4.954981828747944128e-01,-5.339104460428791832e-01,-5.226320235309054318e-01,-5.854162159312206182e-01,-8.245291798359828395e-01
-6.921964638273877535e-01,-7.570054694199798151e-01,-9.729708045348874068e-02,-5.336768573306663321e-02,-8.357333557071338070e-01
-2.314870985871353426e-01,-2.483745824518420742e-01,-1.011065659788795923e+00,-9.773156427036959748e-01,-7.597885758256578415e-01
5.133691994570077632e-01,5.372956469659611045e-01,-2.696399741241691239e-01,-1.104892063426718835e-01,-1.605015032909774764e+00
-3.897260525193567138e-01,-4.095640241662133474e-01,-4.554906220055733868e-01,-4.069736057314048971e-01,-8.658756154055304854e-01
-2.509228357240506080e-01,-2.300563204534982475e-01,-1.068293694705878760e+00,-1.108663835583032498e+00,-7.779769531785927228e-01
-6.941298534015030164e-01,-5.434552140311763591e-01,-1.777106248691546209e-01,-1.763156584924802095e-01,-9.680520660513340925e-01
-1.510862868023016004e-01,-2.137139148093118723e-01,-1.009967401847011947e+00,-9.335166294319152680e-01,-8.175206777372722167e-01
-7.173342483168854145e-01,-7.311130281285738164e-01,-5.963525231039951829e-02,-1.023462287700266649e-01,-7.921219860312773697e-01
-4.069431356287878665e-01,-3.977438575145803568e-01,-5.256599881444045108e-01,-5.136592171620599778e-01,-7.924937092336971078e-01
-6.491667907757510125e-01,-5.680277065015202353e-01,-1.660660402499042898e-01,-1.475187733045835170e-01,-9.574727874516536508e-01
-6.726455270947527820e-01,-5.141425858489575562e-01,-7.910640963297566053e-01,-8.518177540320870378e-01,-8.270087308069635768e-01
-7.668912889742180994e-01,-8.608297783784442103e-01,-4.061084916237175935e-02,-1.656721573534579717e-01,-7.551973636043958216e-01
-5.951039034065851857e-02,-1.026556716151300758e-02,-8.798176124213578086e-01,-8.027369903973670118e-01,-9.735708849256068387e-01
-1.099399499923962464e+00,-1.221442028283152625e+00,-5.100581824175348666e-02,8.198926087848318334e-02,-6.147504805632604263e-01
-1.590882591004989521e+00,-1.696518791862389630e+00,-1.608419657302717187e+00,-1.606016862308004445e+00,8.526639107284716967e-01
2.054144560901472183e-01,3.155781969347171145e-02,-2.330144736914162851e-01,-2.286170251947172438e-01,-1.365814828964828864e+00
-3.147853079058768322e-01,-3.052895550279928760e-01,-6.336493964572650350e-01,-6.496551266399904767e-01,-8.746838810506512019e-01
1.203733117514242112e-01,1.242607442308228394e-01,-9.693882522395718127e-01,-9.114054952254153630e-01,-9.808848686874337419e-01
-4.913245416532341370e-01,-4.182534228994032599e-01,-3.244982375886222847e-01,-1.585072728308694334e-01,-8.516452413219233186e-01
-6.214510750944809425e-01,-5.427923352249440780e-01,-1.362586748538043568e-01,-1.070319209071034228e-01,-9.541137799837873246e-01
-1.677312797221720275e-01,-2.433324929423587857e-01,-7.705477093376303932e-01,-7.809723703493361979e-01,-9.434593522506948826e-01
-4.071361556422410377e-01,-4.736297201125266865e-01,-3.008461901597662691e-01,-3.890078652257237812e-01,-7.982961989589383300e-01
-5.835583784301336951e-01,-6.066245226686737269e-01,-2.763113035200133738e-01,-9.303622154840995861e-02,-7.767566199920548087e-01
-3.399555347780683356e-01,-3.764001141466042921e-01,-5.302244482795224201e-01,-5.389989870716902498e-01,-7.894356403836112479e-01
1.916404304331161268e-01,1.667980627021590778e-01,-1.506238963537412490e+00,-1.562024871483185473e+00,-4.970600168985374046e-01
-3.555486996648607456e-01,-1.869895544841881641e-01,-5.346924058216747655e-01,-6.438942324305768627e-01,-7.597916799383725994e-01
6.618536403925336098e-02,6.504929340860425568e-02,-1.176428888667364392e+00,-1.044551382950873686e+00,-8.452195963377918675e-01
-4.096844021512882628e-01,-4.373561018942455081e-01,-7.154143403159438641e-01,-7.186970378802679527e-01,-8.037739294620293018e-01
-1.280449083539141053e-01,-5.599917667764915674e-02,-4.703442471744370690e-01,-3.881136728781721668e-01,-1.165098188165998305e+00
-1.030053481369921142e+00,-9.097140641892336177e-01,-2.552210484249637420e-03,-1.670988679182897757e-02,-7.797684597110194904e-01
-2.721510832425286242e-01,-9.972192574402397036e-02,-7.102089947426180050e-01,-6.708920538675091638e-01,-9.799784308301001667e-01
-4.818529674129601315e-01,-3.599522014330835962e-01,-5.563835758465234260e-01,-4.770243018438572458e-01,-8.297128708497774063e-01
-1.810767692157840836e-01,-3.411099375656315713e-01,-5.678484726526382698e-01,-5.715155458377612074e-01,-9.285895380130850807e-01
-1.132555392958081608e+00,-1.002331464103285441e+00,-1.778336460925725282e+00,-1.704760219532919452e+00,3.645988331397851945e-01
-2.959142619750241843e-01,-1.772522864189264857e-01,-5.769082236539060382e-01,-7.092944150744335818e-01,-9.495009476842094509e-01
